tran_id	gene_id	gene_short_name	gene_type
chr19:10582298:10582496:+@chr19:10585182:10585390:+@chr19:10586691:10586845	ENSMUSG00000034445	Cyb561a3	character(0)
chr19:10531781:10531999:+@chr19:10532131:10532196:+@chr19:10532820:10532923	ENSMUSG00000034820	Cpsf7	character(0)
chr19:10531819:10531999:+@chr19:10532258:10532334:+@chr19:10532820:10532923	ENSMUSG00000034820	Cpsf7	character(0)
chr19:10531827:10531999:+@chr19:10532261:10532334:+@chr19:10532820:10532923	ENSMUSG00000034820	Cpsf7	character(0)
chr19:10204014:10204264:+@chr19:10205750:10206124:+@chr19:10206424:10206533	ENSMUSG00000036372	Tmem258	character(0)
chr19:10182888:10183264:+@chr19:10184927:10185037:+@chr19:10185685:10185882	ENSMUSG00000010663	Fads1	character(0)
chr19:10052202:10052312:+@chr19:10052836:10053033:+@chr19:10054020:10054121	ENSMUSG00000024664	Fads3	character(0)
chr19:10055107:10055183:+@chr19:10055597:10055694:+@chr19:10055991:10056087	ENSMUSG00000024664	Fads3	character(0)
chr19:10015231:10015285:+@chr19:10026380:10026440:+@chr19:10026530:10026785	ENSMUSG00000024663	Rab3il1	character(0)
chr19:10027560:10027637:+@chr19:10028285:10028503:+@chr19:10030150:10030278	ENSMUSG00000024663	Rab3il1	character(0)
chr19:10028285:10028503:+@chr19:10029474:10029620:+@chr19:10030150:10030278	ENSMUSG00000024663	Rab3il1	character(0)
chr19:9899690:9900020:+@chr19:9900868:9901077:+@chr19:9902517:9902557	ENSMUSG00000118100	Gm50340	character(0)
chr19:8942493:8942719:+@chr19:8942920:8943032:+@chr19:8943465:8943532	ENSMUSG00000071646	Mta2	character(0)
chr19:8934242:8934352:+@chr19:8934951:8935046:+@chr19:8936304:8936324	ENSMUSG00000071647	Eml3	character(0)
chr19:8741413:8741575:+@chr19:8742254:8742497:+@chr19:8742854:8742860	ENSMUSG00000010110	Stx5a	character(0)
chr19:8741803:8742497:+@chr19:8742854:8742924:+@chr19:8743080:8743135	ENSMUSG00000010110	Stx5a	character(0)
chr19:8591289:8591456:+@chr19:8593213:8593292:+@chr19:8593883:8594239	ENSMUSG00000063796	Slc22a8	character(0)
chr19:7421028:7421644:+@chr19:7421914:7422462:+@chr19:7422643:7425540	ENSMUSG00000053080	2700081O15Rik	character(0)
chr19:6403432:6403563:+@chr19:6404018:6404095:+@chr19:6404300:6404337	ENSMUSG00000032946	Rasgrp2	character(0)
chr19:6342610:6342657:+@chr19:6342744:6342786:+@chr19:6343104:6343176	ENSMUSG00000024948	Map4k2	character(0)
chr19:6343104:6343176:+@chr19:6343255:6343386:+@chr19:6343461:6343521	ENSMUSG00000024948	Map4k2	character(0)
chr19:6338283:6338961:+@chr19:6339339:6339503:+@chr19:6339687:6340172	ENSMUSG00000024947	Men1	character(0)
chr19:6164489:6164750:+@chr19:6164876:6165168:+@chr19:6166468:6166572	ENSMUSG00000039699	Batf2	character(0)
chr19:6164460:6164553:+@chr19:6165364:6165568:+@chr19:6166468:6166572	ENSMUSG00000039699	Batf2	character(0)
chr19:5756794:5756931:+@chr19:5757035:5757175:+@chr19:5757311:5757472	ENSMUSG00000024940	Ltbp3	character(0)
chr19:5697558:5697649:+@chr19:5699874:5699942:+@chr19:5700590:5700970	ENSMUSG00000004054	Map3k11	character(0)
chr19:5637959:5638148:+@chr19:5638432:5638458:+@chr19:5638551:5638696	ENSMUSG00000024927	Rela	character(0)
chr19:5638855:5639003:+@chr19:5639859:5639950:+@chr19:5640303:5640432	ENSMUSG00000024927	Rela	character(0)
chr19:5645513:5645587:+@chr19:5646594:5646698:+@chr19:5646800:5647608	ENSMUSG00000024927	Rela	character(0)
chr19:5406815:5407083:+@chr19:5415008:5415099:+@chr19:5415607:5415812	ENSMUSG00000086938	4930481A15Rik	character(0)
chr19:5406874:5407083:+@chr19:5415008:5415112:+@chr19:5415607:5415812	ENSMUSG00000086938	4930481A15Rik	character(0)
chr19:5406740:5407083:+@chr19:5415012:5415112:+@chr19:5415607:5415812	ENSMUSG00000086938	4930481A15Rik	character(0)
chr19:5366741:5367210:+@chr19:5368058:5368276:+@chr19:5368422:5368530	ENSMUSG00000024841	Eif1ad	character(0)
chr19:5337629:5337835:+@chr19:5338714:5338827:+@chr19:5338992:5339145	ENSMUSG00000038498	Catsper1	character(0)
chr19:4855698:4855796:+@chr19:4856070:4856308:+@chr19:4856512:4857536	ENSMUSG00000083282	Ctsf	character(0)
chr19:4443738:4443788:+@chr19:4444003:4444038:+@chr19:4447525:4447863	ENSMUSG00000087132	A930001C03Rik	character(0)
chr19:4444003:4444038:+@chr19:4447297:4447426:+@chr19:4447525:4448183	ENSMUSG00000087132	A930001C03Rik	character(0)
chr19:4214305:4214500:+@chr19:4215733:4215830:+@chr19:4220178:4220344	ENSMUSG00000040663	Clcf1	character(0)
chr19:4083519:4083616:+@chr19:4084087:4084245:+@chr19:4084878:4084908	ENSMUSG00000024857	Cabp2	character(0)
chr19:3965633:3966019:+@chr19:3966372:3966538:+@chr19:3968442:3968541	ENSMUSG00000037263	Aldh3b3	character(0)
chr19:3936269:3936422:+@chr19:3941520:3941681:+@chr19:3941885:3942017	ENSMUSG00000036908	Unc93b1	character(0)
chr19:3943529:3943711:+@chr19:3944023:3944296:+@chr19:3947007:3947125	ENSMUSG00000036908	Unc93b1	character(0)
chr19:3864648:3864759:+@chr19:3871003:3871062:+@chr19:3875735:3875788	ENSMUSG00000024843	Chka	character(0)
chr19:3864648:3864759:+@chr19:3875735:3875788:+@chr19:3884472:3884585	ENSMUSG00000024843	Chka	character(0)
chr19:3875379:3875788:+@chr19:3881998:3882120:+@chr19:3884472:3884538	ENSMUSG00000024843	Chka	character(0)
chr19:3864648:3864759:+@chr19:3882010:3882120:+@chr19:3884472:3884585	ENSMUSG00000024843	Chka	character(0)
chr18:90533221:90533274:+@chr18:90533591:90533692:+@chr18:90534382:90534438	ENSMUSG00000024614	Tmx3	character(0)
chr18:88985894:88986075:+@chr18:88987182:88987246:+@chr18:88989435:88989550	ENSMUSG00000023066	Rttn	character(0)
chr18:89021664:89021763:+@chr18:89026959:89027047:+@chr18:89028892:89029009	ENSMUSG00000023066	Rttn	character(0)
chr18:89065847:89065918:+@chr18:89066786:89066936:+@chr18:89073545:89073734	ENSMUSG00000023066	Rttn	character(0)
chr18:89103844:89104061:+@chr18:89108049:89108154:+@chr18:89109251:89109348	ENSMUSG00000023066	Rttn	character(0)
chr18:84977367:84977491:+@chr18:84980895:84980965:+@chr18:84981122:84981472	ENSMUSG00000034391	Fbxo15	character(0)
chr18:84851414:84851607:+@chr18:84869467:84869716:+@chr18:84871505:84871633	ENSMUSG00000024646	Cyb5a	character(0)
chr18:84873140:84873169:+@chr18:84876834:84876852:+@chr18:84877827:84877861	ENSMUSG00000024646	Cyb5a	character(0)
chr18:82910879:82910992:+@chr18:82955524:82957449:+@chr18:82986744:82988198	ENSMUSG00000058881	Zfp516	character(0)
chr18:82993070:82993189:+@chr18:82994470:82994537:+@chr18:83001273:83005314	ENSMUSG00000058881	Zfp516	character(0)
chr18:82522050:82522137:+@chr18:82554320:82554750:+@chr18:82572825:82572926	ENSMUSG00000041607	Mbp	character(0)
chr18:82554470:82554750:+@chr18:82561778:82561855:+@chr18:82572825:82572926	ENSMUSG00000041607	Mbp	character(0)
chr18:82575172:82575207:+@chr18:82575535:82575633:+@chr18:82578936:82579058	ENSMUSG00000041607	Mbp	character(0)
chr18:82575172:82575207:+@chr18:82575535:82575633:+@chr18:82584112:82584156	ENSMUSG00000041607	Mbp	character(0)
chr18:82575172:82575207:+@chr18:82575601:82575633:+@chr18:82578936:82579058	ENSMUSG00000041607	Mbp	character(0)
chr18:82575172:82575207:+@chr18:82575601:82575633:+@chr18:82584112:82585627	ENSMUSG00000041607	Mbp	character(0)
chr18:82575172:82575207:+@chr18:82578936:82579058:+@chr18:82584112:82584156	ENSMUSG00000041607	Mbp	character(0)
chr18:82575535:82575633:+@chr18:82578936:82579058:+@chr18:82584112:82584156	ENSMUSG00000041607	Mbp	character(0)
chr18:80253292:80253393:+@chr18:80254341:80254475:+@chr18:80255372:80255410	ENSMUSG00000034006	Slc66a2	character(0)
chr18:80263420:80263553:+@chr18:80272462:80272515:+@chr18:80283276:80283492	ENSMUSG00000034006	Slc66a2	character(0)
chr18:77404799:77405007:+@chr18:77405817:77406002:+@chr18:77408702:77408829	ENSMUSG00000032818	Loxhd1	character(0)
chr18:77185839:77186225:+@chr18:77211656:77211763:+@chr18:77232793:77232885	ENSMUSG00000025425	St8sia5	character(0)
chr18:77120056:77120146:+@chr18:77122997:77123070:+@chr18:77126857:77126991	ENSMUSG00000025423	Pias2	character(0)
chr18:76944144:76944185:+@chr18:76945343:76945357:+@chr18:76951113:76951223	ENSMUSG00000025421	Hdhd2	character(0)
chr18:76944384:76944527:+@chr18:76945343:76945357:+@chr18:76951113:76951223	ENSMUSG00000025421	Hdhd2	character(0)
chr18:76242046:76242232:+@chr18:76262440:76262727:+@chr18:76287928:76288121	ENSMUSG00000024563	Smad2	character(0)
chr18:76262440:76262727:+@chr18:76286860:76286949:+@chr18:76287928:76288121	ENSMUSG00000024563	Smad2	character(0)
chr18:76287928:76288121:+@chr18:76289039:76289173:+@chr18:76292910:76292984	ENSMUSG00000024563	Smad2	character(0)
chr18:74723757:74723857:+@chr18:74728871:74728948:+@chr18:74731645:74731843	ENSMUSG00000025885	Myo5b	character(0)
chr18:74283122:74283266:+@chr18:74284541:74284772:+@chr18:74299112:74299341	ENSMUSG00000035394	Cfap53	character(0)
chr18:74284541:74284772:+@chr18:74294958:74295151:+@chr18:74299112:74299341	ENSMUSG00000035394	Cfap53	character(0)
chr18:74294958:74295151:+@chr18:74295593:74295724:+@chr18:74299112:74299341	ENSMUSG00000035394	Cfap53	character(0)
chr18:70593203:70593340:+@chr18:70594276:70594399:+@chr18:70616565:70616655	ENSMUSG00000024513	Mbd2	character(0)
chr18:68300392:68300425:+@chr18:68303432:68303495:+@chr18:68305780:68306199	ENSMUSG00000009535	Rnmt	character(0)
chr18:68313665:68313846:+@chr18:68313988:68314152:+@chr18:68317994:68318111	ENSMUSG00000009535	Rnmt	character(0)
chr18:66458533:66458812:+@chr18:66460843:66460998:+@chr18:66463270:66464080	ENSMUSG00000024521	Pmaip1	character(0)
chr18:65710522:65710600:+@chr18:65713940:65714035:+@chr18:65720192:65720313	ENSMUSG00000046610	Oacyl	character(0)
chr18:65579912:65580510:+@chr18:65582727:65582809:+@chr18:65582897:65583006	ENSMUSG00000042439	Zfp532	character(0)
chr18:65579912:65580510:+@chr18:65582727:65582809:+@chr18:65622984:65623371	ENSMUSG00000042439	Zfp532	character(0)
chr18:65580969:65581085:+@chr18:65582727:65582809:+@chr18:65582897:65583006	ENSMUSG00000042439	Zfp532	character(0)
chr18:65581444:65581591:+@chr18:65582727:65582809:+@chr18:65582897:65583006	ENSMUSG00000042439	Zfp532	character(0)
chr18:65582289:65582398:+@chr18:65582727:65582809:+@chr18:65582897:65583006	ENSMUSG00000042439	Zfp532	character(0)
chr18:65582289:65582398:+@chr18:65582727:65582809:+@chr18:65622984:65623371	ENSMUSG00000042439	Zfp532	character(0)
chr18:65580230:65580510:+@chr18:65582897:65583006:+@chr18:65622984:65623217	ENSMUSG00000042439	Zfp532	character(0)
chr18:65582085:65582809:+@chr18:65582897:65583006:+@chr18:65622984:65623217	ENSMUSG00000042439	Zfp532	character(0)
chr18:65582233:65582398:+@chr18:65582897:65583006:+@chr18:65622984:65623217	ENSMUSG00000042439	Zfp532	character(0)
chr18:65582897:65583006:+@chr18:65599720:65599758:+@chr18:65622984:65623083	ENSMUSG00000042439	Zfp532	character(0)
chr18:65582897:65583006:+@chr18:65605332:65605370:+@chr18:65622984:65623508	ENSMUSG00000042439	Zfp532	character(0)
chr18:65622984:65625334:+@chr18:65638750:65638931:+@chr18:65644193:65644369	ENSMUSG00000042439	Zfp532	character(0)
chr18:65625138:65625334:+@chr18:65644193:65644369:+@chr18:65682895:65683007	ENSMUSG00000042439	Zfp532	character(0)
chr18:65448922:65449018:+@chr18:65449575:65449607:+@chr18:65451547:65451573	ENSMUSG00000032688	Malt1	character(0)
chr18:65453675:65453704:+@chr18:65456757:65456835:+@chr18:65458169:65458372	ENSMUSG00000032688	Malt1	character(0)
chr18:65458169:65458372:+@chr18:65459675:65459738:+@chr18:65462736:65462913	ENSMUSG00000032688	Malt1	character(0)
chr18:65244299:65244373:+@chr18:65244822:65245276:+@chr18:65245359:65245960	ENSMUSG00000118017	Gm29966	character(0)
chr18:63779869:63779957:+@chr18:63791796:63791891:+@chr18:63794225:63794343	ENSMUSG00000040560	Wdr7	character(0)
chr18:63404943:63405047:+@chr18:63418042:63418197:+@chr18:63421082:63421197	ENSMUSG00000097980	Gm26972	character(0)
chr18:62977831:62978024:+@chr18:62980466:62980533:+@chr18:62982619:62982703	ENSMUSG00000024581	Napg	character(0)
chr18:62985660:62986288:+@chr18:62986411:62986477:+@chr18:62986954:62986991	ENSMUSG00000024581	Napg	character(0)
chr18:62991801:62991879:+@chr18:62992341:62992490:+@chr18:62994312:62994391	ENSMUSG00000024581	Napg	character(0)
chr18:61045200:61045572:+@chr18:61046030:61046100:+@chr18:61060144:61060189	ENSMUSG00000024620	Pdgfrb	character(0)
chr18:60810328:60810418:+@chr18:60811294:60811485:+@chr18:60811859:60811921	ENSMUSG00000024610	Cd74	character(0)
chr18:60747149:60747221:+@chr18:60774510:60774686:+@chr18:60776401:60776551	ENSMUSG00000024608	Rps14	character(0)
chr18:60544039:60544146:+@chr18:60545357:60545377:+@chr18:60545748:60545821	ENSMUSG00000024603	Dctn4	character(0)
chr18:60376029:60376130:+@chr18:60382612:60382794:+@chr18:60389792:60392627	ENSMUSG00000054072	Iigp1	character(0)
chr18:59062248:59062562:+@chr18:59065835:59065885:+@chr18:59066910:59066989	ENSMUSG00000050875	Minar2	character(0)
chr18:59062248:59062562:+@chr18:59065835:59065885:+@chr18:59072193:59072417	ENSMUSG00000050875	Minar2	character(0)
chr18:59062510:59062562:+@chr18:59065835:59066989:+@chr18:59072193:59074664	ENSMUSG00000050875	Minar2	character(0)
chr18:59065835:59065885:+@chr18:59066817:59066989:+@chr18:59072193:59072417	ENSMUSG00000050875	Minar2	character(0)
chr18:59062511:59062562:+@chr18:59066910:59066989:+@chr18:59072193:59072417	ENSMUSG00000050875	Minar2	character(0)
chr18:59065835:59065885:+@chr18:59066910:59066989:+@chr18:59072193:59072417	ENSMUSG00000050875	Minar2	character(0)
chr18:59065835:59065885:+@chr18:59066929:59066989:+@chr18:59072193:59072417	ENSMUSG00000050875	Minar2	character(0)
chr18:58659466:58659797:+@chr18:58671208:58671327:+@chr18:58671448:58671651	ENSMUSG00000024601	Isoc1	character(0)
chr18:57594079:57594135:+@chr18:57667235:57667367:+@chr18:57730715:57731006	ENSMUSG00000058925	Ccdc192	character(0)
chr18:56588389:56588470:+@chr18:56589458:56589582:+@chr18:56592377:56592485	ENSMUSG00000032900	Tex43	character(0)
chr18:56400337:56400575:+@chr18:56432119:56432357:+@chr18:56469533:56469652	ENSMUSG00000001700	Gramd3	character(0)
chr18:53245728:53245852:+@chr18:53300743:53300789:+@chr18:53327412:53327495	ENSMUSG00000024535	Snx24	character(0)
chr18:53189655:53189772:+@chr18:53193747:53193768:+@chr18:53194430:53194593	ENSMUSG00000034484	Snx2	character(0)
chr18:53189655:53189772:+@chr18:53194430:53194593:+@chr18:53197855:53197921	ENSMUSG00000034484	Snx2	character(0)
chr18:52837964:52838066:+@chr18:52851439:52851511:+@chr18:52894834:52894959	ENSMUSG00000024534	Sncaip	character(0)
chr18:52851439:52851511:+@chr18:52868539:52869407:+@chr18:52884968:52885081	ENSMUSG00000024534	Sncaip	character(0)
chr18:52868539:52869407:+@chr18:52871302:52871481:+@chr18:52884968:52885081	ENSMUSG00000024534	Sncaip	character(0)
chr18:52851439:52851511:+@chr18:52884968:52885081:+@chr18:52894834:52894959	ENSMUSG00000024534	Sncaip	character(0)
