tran_id	event_type	gene_id	gene_short_name	gene_type	exon.1	exon.2	exon.3	n.cells.g1	n.cells.g2	mean.g1	mean.g2	mean.diff	statistic	p.val	p.val.adj	modality.bimodal.adj.g1	modality.bimodal.adj.g2	n.cells.outliers.g1	n.cells.outliers.g2	outliers
chr2:115867269:115867358:-:-@chr2:115866810:115866904:-:-@chr2:115863064:115864513:-	SE	ENSMUSG00000027210	Meis2	character(0)	chr2:115867269:115867358:-	chr2:115866810:115866904:-	chr2:115863064:115864513:-	45	42	70.50204900370346	72.82205147933699	2.3200024756335313	NA	0.009575941413186502	0.8052812805389916	Missing	Missing	0	0	FALSE
chr14:47724878:47724970:+:+@chr14:47725929:47726000:+:+@chr14:47726226:47726309:+	SE	ENSMUSG00000021843	Ktn1	character(0)	chr14:47724878:47724970:+	chr14:47725929:47726000:+	chr14:47726226:47726309:+	34	38	69.36714952391019	63.92046183325279	-5.446687690657404	NA	0.009785349440664516	0.8052812805389916	Missing	Missing	0	0	FALSE
chrX:85740295:85740361:-:-@chrX:85739222:85739239:-:-@chrX:85737314:85737349:-	SE	ENSMUSG00000025059	Gk	character(0)	chrX:85740295:85740361:-	chrX:85739222:85739239:-	chrX:85737314:85737349:-	30	38	37.30817083402378	44.09672043003476	6.788549596010979	NA	0.010741819401867846	0.8052812805389916	Missing	Missing	0	0	FALSE
chrX:75098763:75098947:+:+@chrX:75100030:75100094:+:+@chrX:75100433:75100559:+	SE	ENSMUSG00000031403	Dkc1	character(0)	chrX:75098763:75098947:+	chrX:75100030:75100094:+	chrX:75100433:75100559:+	22	29	98.94559631401737	96.33532892180881	-2.610267392208565	NA	0.010745034834345493	0.8052812805389916	Missing	Missing	0	0	FALSE
chr6:30509685:30509715:-:-@chr6:30508666:30508802:-:-@chr6:30506786:30508512:-	SE	ENSMUSG00000029782	Tmem209	character(0)	chr6:30509685:30509715:-	chr6:30508666:30508802:-	chr6:30506786:30508512:-	44	42	97.9839447516871	96.66972915735825	-1.3142155943288603	NA	0.011177690579538395	0.8052812805389916	Missing	Missing	0	0	FALSE
chr1:133009137:133009192:-:-@chr1:133004654:133004721:-:-@chr1:133003791:133003890:-	SE	ENSMUSG00000054387	Mdm4	character(0)	chr1:133009137:133009192:-	chr1:133004654:133004721:-	chr1:133003791:133003890:-	45	42	98.09040101807346	97.49749482568546	-0.5929061923880097	NA	0.011860533696651784	0.8052812805389916	Missing	Missing	0	0	FALSE
chr19:40327450:40327622:-:-@chr19:40325471:40326937:-:-@chr19:40324747:40324832:-	SE	ENSMUSG00000025006	Sorbs1	character(0)	chr19:40327450:40327622:-	chr19:40325471:40326937:-	chr19:40324747:40324832:-	21	24	2.215834569180368	5.371648894836422	3.155814325656054	NA	0.012153066526996081	0.8052812805389916	Missing	Missing	0	0	FALSE
chr11:61579567:61579658:-:-@chr11:61565822:61565894:-:-@chr11:61546150:61546911:-	SE	ENSMUSG00000001036	Epn2	character(0)	chr11:61579567:61579658:-	chr11:61565822:61565894:-	chr11:61546150:61546911:-	27	31	16.711501189242856	13.785839035956585	-2.9256621532862708	NA	0.014994855331886508	0.8052812805389916	Missing	Missing	0	0	FALSE
chr16:17722756:17722900:-:-@chr16:17706399:17706483:-:-@chr16:17697607:17697694:-	SE	ENSMUSG00000012114	Med15	character(0)	chr16:17722756:17722900:-	chr16:17706399:17706483:-	chr16:17697607:17697694:-	29	30	0.3134796238244514	1.659641433834982	1.3461618100105308	NA	0.016392562387499334	0.8052812805389916	Missing	Missing	0	0	FALSE
chr10:62486658:62486732:-:-@chr10:62480558:62480707:-:-@chr10:62471060:62471135:-	SE	ENSMUSG00000020078	Vps26a	character(0)	chr10:62486658:62486732:-	chr10:62480558:62480707:-	chr10:62471060:62471135:-	42	41	97.5152107732511	95.88592762096036	-1.629283152290728	NA	0.016612427130666806	0.8052812805389916	Missing	Missing	0	0	FALSE
chr18:65800572:65800711:+:+@chr18:65801451:65801492:+:+@chr18:65809445:65809554:+	SE	ENSMUSG00000024516	Sec11c	character(0)	chr18:65800572:65800711:+	chr18:65801451:65801492:+	chr18:65809445:65809554:+	35	33	0.3469387755102041	1.7353532550168353	1.3884144795066313	NA	0.016738719761907436	0.8052812805389916	Missing	Missing	0	0	FALSE
chr13:108091534:108091623:-:-@chr13:108081353:108081393:-:-@chr13:108052589:108052954:-	SE	ENSMUSG00000068184	Ndufaf2	character(0)	chr13:108091534:108091623:-	chr13:108081353:108081393:-	chr13:108052589:108052954:-	28	34	90.32761106784926	93.19221922820137	2.864608160352111	NA	0.01797005120164922	0.8052812805389916	Missing	Missing	0	0	FALSE
chr10:128036489:128036560:+:+@chr10:128039171:128045086:+:+@chr10:128046168:128046253:+	SE	ENSMUSG00000061315	Naca	character(0)	chr10:128036489:128036560:+	chr10:128039171:128045086:+	chr10:128046168:128046253:+	32	24	0	0.2654011988634866	0.2654011988634866	NA	0.0185472205022089	0.8052812805389916	Missing	Missing	0	0	FALSE
chr14:70118604:70118652:+:+@chr14:70123841:70123881:+:+@chr14:70124183:70124244:+	SE	ENSMUSG00000022089	Bin3	character(0)	chr14:70118604:70118652:+	chr14:70123841:70123881:+	chr14:70124183:70124244:+	27	30	99.7610513739546	97.82931263256467	-1.9317387413899323	NA	0.018562164586969722	0.8052812805389916	Missing	Missing	0	0	FALSE
chr19:40311669:40311748:-:-@chr19:40300243:40300302:-:-@chr19:40299463:40299521:-	SE	ENSMUSG00000025006	Sorbs1	character(0)	chr19:40311669:40311748:-	chr19:40300243:40300302:-	chr19:40299463:40299521:-	32	39	25.144660328173423	20.444058044829315	-4.700602283344107	NA	0.018580123194094446	0.8052812805389916	Missing	Missing	0	0	FALSE
chr11:52236837:52236933:+:+@chr11:52237384:52237472:+:+@chr11:52242587:52242660:+	SE	ENSMUSG00000036309	Skp1a	character(0)	chr11:52236837:52236933:+	chr11:52237384:52237472:+	chr11:52242587:52242660:+	44	42	0.49884106806883194	0.3832386280036032	-0.11560244006522877	NA	0.01877802273508161	0.8052812805389916	Missing	Missing	0	0	FALSE
chr13:58183182:58183324:-:-@chr13:58180822:58180905:-:-@chr13:58179553:58179668:-	SE	ENSMUSG00000005312	Ubqln1	character(0)	chr13:58183182:58183324:-	chr13:58180822:58180905:-	chr13:58179553:58179668:-	40	39	80.81970187974534	77.18363949822096	-3.636062381524374	NA	0.01985345604418807	0.8052812805389916	Missing	Missing	0	0	FALSE
chr1:58421083:58421308:-:-@chr1:58420121:58420211:-:-@chr1:58419667:58419733:-	SE	ENSMUSG00000026034	Clk1	character(0)	chr1:58421083:58421308:-	chr1:58420121:58420211:-	chr1:58419667:58419733:-	44	42	72.45479744268464	77.2713794250205	4.816581982335855	NA	0.021069682110814815	0.8052812805389916	Missing	Missing	0	0	FALSE
chr1:44091361:44091591:-:-@chr1:44091183:44091212:-:-@chr1:44088514:44088527:-	SE	ENSMUSG00000026049	Tex30	character(0)	chr1:44091361:44091591:-	chr1:44091183:44091212:-	chr1:44088514:44088527:-	42	40	0.07409714798685517	0.23690801415346893	0.16281086616661378	NA	0.021077710585420968	0.8052812805389916	Missing	Missing	0	0	FALSE
chr8:119345613:119345733:+:+@chr8:119346825:119346867:+:+@chr8:119348036:119348343:+	SE	ENSMUSG00000031839	Hsbp1	character(0)	chr8:119345613:119345733:+	chr8:119346825:119346867:+	chr8:119348036:119348343:+	43	42	21.820239671620804	18.611606870351295	-3.208632801269509	NA	0.0217692867804727	0.8052812805389916	Missing	Missing	0	0	FALSE
chr1:162658046:162658219:-:-@chr1:162657036:162657168:-:-@chr1:162654458:162654597:-	SE	ENSMUSG00000091060	Myocos	character(0)	chr1:162658046:162658219:-	chr1:162657036:162657168:-	chr1:162654458:162654597:-	45	42	80.95463962790114	82.9469493081488	1.9923096802476503	NA	0.02306831792180502	0.8052812805389916	Missing	Missing	0	0	FALSE
chr3:57651422:57651499:-:-@chr3:57650691:57650773:-:-@chr3:57650042:57650215:-	SE	ENSMUSG00000036513	Commd2	character(0)	chr3:57651422:57651499:-	chr3:57650691:57650773:-	chr3:57650042:57650215:-	40	42	98.42010835607053	97.33347923997353	-1.0866291160970043	NA	0.02447531662976725	0.8052812805389916	Missing	Missing	0	0	FALSE
chr2:181508166:181508267:+:+@chr2:181510504:181510530:+:+@chr2:181511574:181511615:+	SE	ENSMUSG00000000827	Tpd52l2	character(0)	chr2:181508166:181508267:+	chr2:181510504:181510530:+	chr2:181511574:181511615:+	34	35	4.318990303115774	6.843585406398196	2.5245951032824223	NA	0.025139480380295048	0.8052812805389916	Missing	Missing	0	0	FALSE
chr14:45329861:45329932:+:+@chr14:45330366:45330521:+:+@chr14:45330830:45330909:+	SE	ENSMUSG00000021832	Psmc6	character(0)	chr14:45329861:45329932:+	chr14:45330366:45330521:+	chr14:45330830:45330909:+	30	20	0.18518518518518517	1.0590223538917318	0.8738371687065467	NA	0.027087427799169412	0.8052812805389916	Missing	Missing	0	0	FALSE
chr5:121452191:121452506:-:-@chr5:121447141:121447279:-:-@chr5:121440824:121445572:-	SE	ENSMUSG00000029616	Erp29	character(0)	chr5:121452191:121452506:-	chr5:121447141:121447279:-	chr5:121440824:121445572:-	29	38	98.04882204047067	95.9848857887717	-2.0639362516989612	NA	0.028094975241708744	0.8052812805389916	Missing	Missing	0	0	FALSE
chrX:105928959:105929350:-:-@chrX:105911470:105911654:-:-@chrX:105899881:105899993:-	SE	ENSMUSG00000031229	Atrx	character(0)	chrX:105928959:105929350:-	chrX:105911470:105911654:-	chrX:105899881:105899993:-	17	27	43.64906847878585	50.08574538293297	6.43667690414712	NA	0.02822238253083061	0.8052812805389916	Missing	Missing	0	0	FALSE
chr11:80391835:80391992:+:+@chr11:80393084:80393176:+:+@chr11:80394286:80394531:+	SE	ENSMUSG00000017421	Zfp207	character(0)	chr11:80391835:80391992:+	chr11:80393084:80393176:+	chr11:80394286:80394531:+	42	39	31.379608208139604	35.40362027786613	4.024012069726529	NA	0.02830179982172405	0.8052812805389916	Missing	Missing	0	0	FALSE
chr6:135015195:135015383:+:+@chr6:135015576:135015647:+:+@chr6:135015822:135015940:+	SE	ENSMUSG00000030204	Ddx47	character(0)	chr6:135015195:135015383:+	chr6:135015576:135015647:+	chr6:135015822:135015940:+	37	40	29.05185187905054	35.51643515470948	6.464583275658936	NA	0.028650397473613066	0.8052812805389916	Missing	Missing	0	0	FALSE
chr17:34116908:34117211:-:-@chr17:34116598:34116689:-:-@chr17:34116198:34116335:-	SE	ENSMUSG00000024335	Brd2	character(0)	chr17:34116908:34117211:-	chr17:34116598:34116689:-	chr17:34116198:34116335:-	23	24	2.3662491752553865	4.593489262102296	2.2272400868469098	NA	0.029094900247966047	0.8052812805389916	Missing	Missing	0	0	FALSE
chr12:105164401:105164565:+:+@chr12:105165470:105165539:+:+@chr12:105166033:105166625:+	SE	ENSMUSG00000066359	Tcl1b1	character(0)	chr12:105164401:105164565:+	chr12:105165470:105165539:+	chr12:105166033:105166625:+	45	42	68.04703859771584	65.97089049091855	-2.076148106797282	NA	0.029488580555686095	0.8052812805389916	Missing	Missing	0	0	FALSE
chr3:94422800:94422951:+:+@chr3:94423695:94423801:+:+@chr3:94424501:94424590:+	SE	ENSMUSG00000041912	Tdrkh	character(0)	chr3:94422800:94422951:+	chr3:94423695:94423801:+	chr3:94424501:94424590:+	34	38	100	99.43099816103727	-0.5690018389627349	NA	0.03056191363643997	0.8052812805389916	Missing	Missing	0	0	FALSE
chr7:101177144:101177220:+:+@chr7:101186388:101186532:+:+@chr7:101191667:101191778:+	SE	ENSMUSG00000030691	Fchsd2	character(0)	chr7:101177144:101177220:+	chr7:101186388:101186532:+	chr7:101191667:101191778:+	15	16	98.49944629014396	100	1.500553709856034	NA	0.03260365934879293	0.8052812805389916	Missing	Missing	0	0	FALSE
chr15:79670861:79671008:+:+@chr15:79671173:79671291:+:+@chr15:79671897:79672014:+	SE	ENSMUSG00000022427	Tomm22	character(0)	chr15:79670861:79671008:+	chr15:79671173:79671291:+	chr15:79671897:79672014:+	32	37	98.2727225044719	99.19674695347676	0.9240244490048677	NA	0.0336903151111164	0.8052812805389916	Missing	Missing	0	0	FALSE
chr16:16345998:16346145:-:-@chr16:16342697:16342735:-:-@chr16:16341422:16341468:-	SE	ENSMUSG00000022789	Dnm1l	character(0)	chr16:16345998:16346145:-	chr16:16342697:16342735:-	chr16:16341422:16341468:-	35	35	0.562358276643991	1.224527961258105	0.6621696846141142	NA	0.03613882712044546	0.8052812805389916	Missing	Missing	0	0	FALSE
chr14:123169633:123169765:+:+@chr14:123172042:123172200:+:+@chr14:123174527:123174665:+	SE	ENSMUSG00000115016	AA536875	character(0)	chr14:123169633:123169765:+	chr14:123172042:123172200:+	chr14:123174527:123174665:+	44	41	82.80626483581683	86.53510135595391	3.72883652013708	NA	0.036719082536256976	0.8052812805389916	Missing	Missing	0	0	FALSE
chr4:101265042:101265223:-:-@chr4:101197776:101197980:-:-@chr4:101193783:101193863:-	SE	ENSMUSG00000028530	Jak1	character(0)	chr4:101265042:101265223:-	chr4:101197776:101197980:-	chr4:101193783:101193863:-	12	15	0.7142857142857143	5.7703603467455284	5.056074632459814	NA	0.03708685982511374	0.8052812805389916	Missing	Missing	0	0	FALSE
chr7:45126991:45127087:-:-@chr7:45126709:45126794:-:-@chr7:45126478:45126537:-	SE	ENSMUSG00000074129	Rpl13a	character(0)	chr7:45126991:45127087:-	chr7:45126709:45126794:-	chr7:45126478:45126537:-	17	27	98.87885635946871	99.91677070328755	1.0379143438188465	NA	0.0398257293995671	0.8052812805389916	Missing	Missing	0	0	FALSE
chr11:95294563:95294645:-:-@chr11:95291520:95291609:-:-@chr11:95289772:95289870:-	SE	ENSMUSG00000038909	Kat7	character(0)	chr11:95294563:95294645:-	chr11:95291520:95291609:-	chr11:95289772:95289870:-	27	33	59.54498492467146	64.16147882543069	4.616493900759233	NA	0.04028228253482667	0.8052812805389916	Missing	Missing	0	0	FALSE
chr14:18276696:18276806:+:+@chr14:18277844:18278101:+:+@chr14:18278304:18278545:+	SE	ENSMUSG00000021772	Nkiras1	character(0)	chr14:18276696:18276806:+	chr14:18277844:18278101:+	chr14:18278304:18278545:+	36	38	10.681624851025473	12.797996341166154	2.116371490140681	NA	0.04038918422049064	0.8052812805389916	Missing	Missing	0	0	FALSE
chr14:20346611:20346821:-:-@chr14:20343256:20343373:-:-@chr14:20338409:20338496:-	SE	ENSMUSG00000021810	Ecd	character(0)	chr14:20346611:20346821:-	chr14:20343256:20343373:-	chr14:20338409:20338496:-	43	42	100	99.72755209154136	-0.27244790845863953	NA	0.04055224438652291	0.8052812805389916	Missing	Missing	0	0	FALSE
chr15:12117831:12117947:+:+@chr15:12118239:12118338:+:+@chr15:12136396:12136678:+	SE	ENSMUSG00000022201	Zfr	character(0)	chr15:12117831:12117947:+	chr15:12118239:12118338:+	chr15:12136396:12136678:+	20	29	96.17927218963416	98.29046996966476	2.1111977800306048	NA	0.04087722675278152	0.8052812805389916	Missing	Missing	0	0	FALSE
chr9:109195036:109195073:-:-@chr9:109194683:109194846:-:-@chr9:109192667:109192785:-	SE	ENSMUSG00000049314	Fbxw13	character(0)	chr9:109195036:109195073:-	chr9:109194683:109194846:-	chr9:109192667:109192785:-	36	40	93.68934923828172	95.67771402354944	1.9883647852677266	NA	0.04088122515735494	0.8052812805389916	Missing	Missing	0	0	FALSE
chr3:84534587:84534695:-:-@chr3:84529170:84529265:-:-@chr3:84527686:84527798:-	SE	ENSMUSG00000074513	Arfip1	character(0)	chr3:84534587:84534695:-	chr3:84529170:84529265:-	chr3:84527686:84527798:-	25	27	0.35359711760524837	1.0339841697372987	0.6803870521320502	NA	0.041072354500395224	0.8052812805389916	Missing	Missing	0	0	FALSE
chr12:59144699:59144770:+:+@chr12:59146336:59146362:+:+@chr12:59146847:59146872:+	SE	ENSMUSG00000021000	Mia2	character(0)	chr12:59144699:59144770:+	chr12:59146336:59146362:+	chr12:59146847:59146872:+	44	40	0.8168653961420488	0.19230769230769232	-0.6245577038343565	NA	0.04134587305734521	0.8052812805389916	Missing	Missing	0	0	FALSE
chr2:156745835:156746196:+:+@chr2:156748332:156748420:+:+@chr2:156748944:156749020:+	SE	ENSMUSG00000061689	Dlgap4	character(0)	chr2:156745835:156746196:+	chr2:156748332:156748420:+	chr2:156748944:156749020:+	44	42	98.9428396629932	98.50286835437313	-0.4399713086200574	NA	0.041946716534566664	0.8052812805389916	Missing	Missing	0	0	FALSE
chr16:44156410:44156546:+:+@chr16:44157074:44157193:+:+@chr16:44157880:44157946:+	SE	ENSMUSG00000022698	Naa50	character(0)	chr16:44156410:44156546:+	chr16:44157074:44157193:+	chr16:44157880:44157946:+	45	42	99.45292625690747	99.12538436835406	-0.3275418885534176	NA	0.042450907637798296	0.8052812805389916	Missing	Missing	0	0	FALSE
chr4:132544056:132544122:+:+@chr4:132544657:132544751:+:+@chr4:132546637:132546646:+	SE	ENSMUSG00000054405	Dnajc8	character(0)	chr4:132544056:132544122:+	chr4:132544657:132544751:+	chr4:132546637:132546646:+	45	42	99.95115995115995	99.7488853277984	-0.20227462336155355	NA	0.04277971544815922	0.8052812805389916	Missing	Missing	0	0	FALSE
chr2:154791133:154791548:+:+@chr2:154821007:154821089:+:+@chr2:154857269:154857338:+	SE	ENSMUSG00000027593	Raly	character(0)	chr2:154791133:154791548:+	chr2:154821007:154821089:+	chr2:154857269:154857338:+	14	25	81.66751071459906	76.29099211676902	-5.376518597830049	NA	0.043297453267152196	0.8052812805389916	Missing	Missing	0	0	FALSE
chr3:20125258:20125477:-:-@chr3:20123122:20123172:-:-@chr3:20122147:20122864:-	SE	ENSMUSG00000019528	Gyg	character(0)	chr3:20125258:20125477:-	chr3:20123122:20123172:-	chr3:20122147:20122864:-	33	34	0.4966198788545547	0.72604642191508	0.2294265430605252	NA	0.04382441390005186	0.8052812805389916	Missing	Missing	0	0	FALSE
chr9:59750578:59750627:-:-@chr9:59750262:59750371:-:-@chr9:59739940:59740032:-	SE	ENSMUSG00000051705	Senp8	character(0)	chr9:59750578:59750627:-	chr9:59750262:59750371:-	chr9:59739940:59740032:-	18	28	20.12437061613852	24.94202613739619	4.817655521257668	NA	0.04390058042416382	0.8052812805389916	Missing	Missing	0	0	FALSE
chr9:108494340:108494523:+:+@chr9:108494627:108494698:+:+@chr9:108494812:108494922:+	SE	ENSMUSG00000006676	Usp19	character(0)	chr9:108494340:108494523:+	chr9:108494627:108494698:+	chr9:108494812:108494922:+	36	40	99.85380116959064	99.35515597573973	-0.49864519385091066	NA	0.04426458894621895	0.8052812805389916	Missing	Missing	0	0	FALSE
chr4:108588676:108588781:+:+@chr4:108590653:108590777:+:+@chr4:108593293:108593471:+	SE	ENSMUSG00000028587	Orc1	character(0)	chr4:108588676:108588781:+	chr4:108590653:108590777:+	chr4:108593293:108593471:+	14	19	92.65726515353926	97.12096054026902	4.463695386729761	NA	0.04447563424750495	0.8052812805389916	Missing	Missing	0	0	FALSE
chr11:119296067:119296133:-:-@chr11:119295473:119295535:-:-@chr11:119294571:119294703:-	SE	ENSMUSG00000025580	Eif4a3	character(0)	chr11:119296067:119296133:-	chr11:119295473:119295535:-	chr11:119294571:119294703:-	45	42	99.96581196581197	99.7831856622915	-0.18262630352047227	NA	0.04465958170298438	0.8052812805389916	Missing	Missing	0	0	FALSE
chr1:16647955:16648007:-:-@chr1:16646988:16647053:-:-@chr1:16645686:16645829:-	SE	ENSMUSG00000079658	Eloc	character(0)	chr1:16647955:16648007:-	chr1:16646988:16647053:-	chr1:16645686:16645829:-	34	27	0.13216389527154523	0.2723691686378206	0.1402052733662754	NA	0.044735639886514716	0.8052812805389916	Missing	Missing	0	0	FALSE
chr11:52242587:52242660:+:+@chr11:52243615:52243758:+:+@chr11:52244981:52245094:+	SE	ENSMUSG00000036309	Skp1a	character(0)	chr11:52242587:52242660:+	chr11:52243615:52243758:+	chr11:52244981:52245094:+	45	42	99.30887640696037	99.18895392566752	-0.11992248129284455	NA	0.045077091476474374	0.8052812805389916	Missing	Missing	0	0	FALSE
chr4:136521341:136521443:+:+@chr4:136539125:136539216:+:+@chr4:136540356:136543518:+	SE	ENSMUSG00000001089	Luzp1	character(0)	chr4:136521341:136521443:+	chr4:136539125:136539216:+	chr4:136540356:136543518:+	19	26	38.92214828201922	46.30576068372816	7.383612401708933	NA	0.04553127739997085	0.8052812805389916	Missing	Missing	0	0	FALSE
chr4:133221705:133221776:+:+@chr4:133222169:133222213:+:+@chr4:133223603:133223747:+	SE	ENSMUSG00000028865	Cd164l2	character(0)	chr4:133221705:133221776:+	chr4:133222169:133222213:+	chr4:133223603:133223747:+	45	42	99.98709885502338	99.94717983645693	-0.03991901856645885	NA	0.04660865912719739	0.8052812805389916	Missing	Missing	0	0	FALSE
chr9:56042575:56042680:+:+@chr9:56045132:56045328:+:+@chr9:56052907:56053020:+	SE	ENSMUSG00000032320	Rcn2	character(0)	chr9:56042575:56042680:+	chr9:56045132:56045328:+	chr9:56052907:56053020:+	43	42	98.94694635320236	98.19075611755378	-0.7561902356486017	NA	0.0469242477570164	0.8052812805389916	Missing	Missing	0	0	FALSE
chr17:78835567:78835678:+:+@chr17:78836794:78836920:+:+@chr17:78837831:78837902:+	SE	ENSMUSG00000050668	Gpatch11	character(0)	chr17:78835567:78835678:+	chr17:78836794:78836920:+	chr17:78837831:78837902:+	11	22	99.2034632034632	100	0.7965367965367953	NA	0.04716113017466577	0.8052812805389916	Missing	Missing	0	0	FALSE
chr9:59750578:59750627:-:-@chr9:59750262:59750371:-:-@chr9:59734259:59737868:-	SE	ENSMUSG00000051705	Senp8	character(0)	chr9:59750578:59750627:-	chr9:59750262:59750371:-	chr9:59734259:59737868:-	14	20	18.323101929929127	24.528066127729044	6.204964197799917	NA	0.04784397287352081	0.8052812805389916	Missing	Missing	0	0	FALSE
chr2:105004925:105005006:-:-@chr2:105001271:105001414:-:-@chr2:105000242:105000302:-	SE	ENSMUSG00000027170	Eif3m	character(0)	chr2:105004925:105005006:-	chr2:105001271:105001414:-	chr2:105000242:105000302:-	44	42	99.68491414358827	100	0.31508585641172315	NA	0.048053233121160104	0.8052812805389916	Missing	Missing	0	0	FALSE
chr8:71272284:71272358:-:-@chr8:71269226:71269284:-:-@chr8:71263052:71263104:-	SE	ENSMUSG00000035439	Haus8	character(0)	chr8:71272284:71272358:-	chr8:71269226:71269284:-	chr8:71263052:71263104:-	22	33	93.7349956033111	96.43022821049352	2.6952326071824073	NA	0.04869731805452327	0.8052812805389916	Missing	Missing	0	0	FALSE
chr1:86529173:86529244:+:+@chr1:86529456:86529552:+:+@chr1:86529731:86529745:+	SE	ENSMUSG00000026238	Ptma	character(0)	chr1:86529173:86529244:+	chr1:86529456:86529552:+	chr1:86529731:86529745:+	20	29	98.5609458342724	95.23203234038455	-3.328913493887864	NA	0.051587755551055686	0.8052812805389916	Missing	Missing	0	0	FALSE
chr4:109098503:109098553:-:-@chr4:109091661:109091699:-:-@chr4:109087395:109087485:-	SE	ENSMUSG00000028559	Osbpl9	character(0)	chr4:109098503:109098553:-	chr4:109091661:109091699:-	chr4:109087395:109087485:-	35	30	2.39685584040912	3.033883983713342	0.6370281433042219	NA	0.052755078851120095	0.8052812805389916	Missing	Missing	0	0	FALSE
